209,"pull up around back and we can start loading the truck"
210,"the gate code is 24601"
211,"”
“really"
212,"”
“what can i say, i like les miz"
213,"”

–--------------------

eel pie island did not have cable"
214,"nobody was willing to run a line into the middle of the thames for a price you could afford on an eeler's salary"
215,"this was not the worst thing in the world, however; they always had the bbc"
216,"and so cornelius finch sat at the table in the cozy eelhouse with nuts, listening to the radio"
217,"kate and blake were napping in the back"
218,"“as the death toll continues to rise in malaysia, elite concerns are turning to the larger question of the global food supply, particularly in east asia"
219,"”

a fresh eel pie sat on the table next to the radio, steaming"
220,"there was about a third missing from the pan, having been placed on plates in front of cornelius and nuts"
221,"they were eating them with care, considering every bite carefully"
222,"they examined the mouthfeel and pondered the intermingling flavors, the way the flakiness of a properly-baked eel interacted with the flakiness of a properly-baked crust"
223,"“ve haff no real idea vhat has happened, just zat zer vere fish, und zen"
224,"zer vere not fish"
225,"zer are some clues, und our top scientists are of course vorking on ze issue as a top priority, our engineers designing methods zu, ah, shore up ze rhine in ze case of a similar attack—”
“assuming, of course, minister erdschoss, that this was indeed an attack of some kind"
226,"”
“ja, ja"
227,"eizher vay, should it happen again—some sort of wasser-based"
228,"anomaly—zen ve must be prepared, ja"
229,"ze damage vas not just caused by ze fish, ah, disappearing, being moved, und so weiter, na ja"
230,"zhat vould not cause zhese waves"
231,"”
“this is the first i've heard of that, minister"
232,"”
“vell, zis is only a few hours old, ja"
233,"ve must update our knowledge as new things, ah, come to light"
234,"”
“and what sort of things would that be, minister"
235,"”
“i am afraid zat i cannot share zat vith you at zis time"
236,"”
“well thank you for your time"
237,"that was german federal minister of education and research, dr"
238,"johannes erdschoss"
239,"for the bbc, berlin bureau, i'm"
240,"”

“good pie,” cornelius said"
241,"“thanks,” nuts said"
242,"they each took another bite"
243,"“shame about the fish,” cornelius said"
244,"nuts swallowed"
245,"“er, thanks, i think"
246,"”
“so now what"
247,"”
nuts just shook his head and took another bite"
248,"“you've got to strike while the iron is hot, you know, bleep or get off the pot—”
“may i remind you, mr"
249,"vartanian, that we are on a live program, and our ten-second delay is now down to"
250,"engineering says four seconds"
251,"”
“sorry, sorry"
252,"anyway, look, i didn't get to be where i am by not doing stupid bleep—”
“sir"
253,"”
“—and frankly, money is for spending"
254,"so i'm going to spend some"
255,"lord knows i've got enough"
256,"heh"
257,"”
“you don't think—so some people have said it's a little insensitive to throw a giant seafood party while millions of people are going to starve, do you have a response"
258,"”
“first of all, you can look up my charity record"
259,"i might not donate to things everybody supports, but i donate a bleepload every year"
260,"second, i'll invite anybody who says that to the party"
261,"if the venue isn't big enough we can put the overflow on my yacht"
262,"you wanna come"
263,"what was your name again"
264,"cheryl, take this down"
265,"i'm putting you on speaker"
266,"”
“shad hutson, sir"
267,"”
“shad"
268,"shad"
269,"that's hilarious"
270,"british names, oh man"
271,"ok, you're definitely coming"
272,"i'll have cheryl reach out"
273,"you're off speaker now"
274,"cheryl, make sure we serve some shad at the party"
275,"now, as i was saying, this is my last chance to eat fish"
276,"so i'm trying to get all the fish i can"
277,"well, cheryl is"
278,"i'm busy investing in bleep"
279,"anyway—and i'm a little drunk, sorry about all that—i've already directed the foundation to replace every calorie of fish we buy with some sort of more durable food and then some, especially if it comes from a needy population"
280,"i'm not a monster"
281,"and you've got to admit, this sounds like fun"
282,"hell, you'll be there, shad"
283,"heh"
284,"'shad'"
285,"”
“well, we're out of time"
286,"that was gavriel vartanian, founder of bankbuddy and prominent investor in the american technology sector"
287,"for the bbc, i'm shad hutson, and engineering is informing me that we're going to do about fifteen seconds of dead air now to catch up"
288,"”

“who the fuck was that"
289,"” cornelius said"
290,"“he's this american tech wanker, donates to organizations that do weird stuff"
291,"like these blokes who are trying to set up an independent state on an old oil derrick, say"
292,"very odd duck, or strange bird if you prefer"
293,"”
“ah, but is he a good egg"
294,"” cornelius chuckled"
295,"nuts laughed and shook his head again"
296,"“i suppose time will tell"
297,"”
on the wall across from the fireplace, the phone rang"
298,"“excuse me,” nuts said, and walked over to pick it up"
299,"“eel pie island eelhouse, james speaking, how may i help you"
300,"”
“hello james, my name is cheryl, and"
301,"”


–-----------


“what do you mean you don't have any shrimp"
302,"” pearly said from inside the truck"
303,"“everybody has shrimp"
304,"well, everybody except me"
305,"”
“somebody bought us out about an hour ago, ma'am,” said the grizzled man supervising the people who were loading the squid into the crates"
306,"“even the frozen shrimp"
307,"”
the man considered"
308,"“oh, no ma'am, we have lots of frozen shrimp"
309,"pounds, at least"
310,"d'you"
311,"should i check the freezer"
312,"”
“yes please"
313,"”
he walked away and through the rear door of western boat & tackle"
314,"it closed against the chipped doorframe with an audible whine"
315,"pearly turned the radio back up"
316,"from npr news in washington, i'm dave mattingly"
317,"following the mysterious aquatic incident earlier today, fema crews have been dispatched to cities around the country, including new orleans, los angeles, new york, and miami"
318,"the national guard has also been sent to miami and washington, d"
319,"c"
320,"washington has experienced what seems to be a rising water table, with the potomac"
321,"how strange to be in an unperturbed place so close to what must have felt to some like the end of the world, pearly thought"
322,"this is kqed news, i'm dave davies"
323,"emergency crews continue to rush to the outer sunset district to rescue victims of today's floods, while both bridges and the transbay tube have been closed for safety reasons"
324,"if you need or have information, please call the following number"
325,"you know, sometimes living in marin is alright"
326,"pearly turned the radio back down again, and grabbed her phone from her pocket"
327,"she called the center"
328,"“marine intelligence research center, this is karen"
329,"”
“hey, this is pearly"
330,"i'm just calling to check in while they load the truck"
331,"how are things"
332,"”
there was the sound of typing"
333,"“well, it seems like the octopuses have noticed something, at least according to jeff"
334,"and ah, let's see"
335,"we've gotten an inquiry from the new york times, i think"
336,"looks like jeff is handling that one too"
337,"i think they want a quote on how the dolphins couldn't possibly be responsible"
338,"erm, they couldn't, right"
339,"”
karen"
340,"“they don't even have thumbs, how could they build a"
341,"i don't know, machine"
342,"capable of this"
343,"”
“the reporter said they're very intelligent"
344,"”
“well of course they are, that's why we study them"
345,"i don't understand why everybody thinks they're all some sort of fucking evil geniuses though"
346,"i mean, sure, they're assholes—don't even get me started—but"
347,"well"
348,"oh god, he's going to give a scientist answer, isn't he"
349,"'well, we can't conclusively state that the dolphins didn't do it, but"
350,"' hm, i swore a lot just there, sorry"
351,"i guess handing the interview to jeff was the right idea, huh"
352,"” pearly laughed"
353,"“i'm sure i don't know what you mean"
354,"”
“i've gotta ask you where you learned these manners from some time"
355,"”
“good parenting"
356,"”
“"
357,"ouch"
358,"”
“i'm sure i don't know what you mean"
359,"” karen laughed"
360,"“anyway, so, no news really"
361,"i'm picking up the squid right now, by the way"
362,"”
“let me check again"
363,"no, not much has happened in the last hour"
364,"”
“i suppose no news is good news"
365,"alright karen, i'll talk to you later"
366,"bye"
367,"”
“toodles"
368,"”
karen"
369,"anywho"
370,"pearly hung up and opened up angry birds on her phone while she waited"
371,"she blew up some pigs"
372,"she'd be angry too if a bunch of pigs had stolen her eggs, so she didn't feel too bad about it"
373,"plus she ate pigs at least once a week, so it'd be morally inconsistent if she cared about cartoon pigs, like, at all"
374,"she was in the middle of shooting one of the big black birds—oh, how she loved using those (they explode"
375,"explosions are cool"
376,")--when the phone rang"
377,"“this is pearly"
378,"”
“hello, my name is cheryl, and—”
“oh, hey cheryl"
379,"”
there was a pause"
380,"“oh sorry, i was just sort of following a script"
381,"gavriel has me calling a shit-ton of people today"
382,"”
“so what's up"
383,"”
“well, uh"
384,"mr"
385,"v decided he wanted to eat some fish, which turned into him wanting to eat all the fish, and then that turned into a giant party, and"
386,"for a second that turned into founding a small island nation so that they could smoke weed at the giant party"
387,"it was a busy morning"
388,"anyway, he settled on just having a giant party"
389,"and then he said 'make it so"
390,"' or something like that, i mean he isn't captain picard but you get the idea"
391,"so i'm on like page fifteen of the list for this, oh"
392,"you're on page fifteen"
393,"you're invited, he figures it's the least he can do based on how hard you guys work for him"
394,"it's tomorrow night at, uh"
395,"bankbuddy park"
396,"you probably know it as at&t park"
397,"god, it's amazing what those black cards can buy"
398,"”
“how am i even supposed to get there"
399,"”
“well, the bridges are supposed to be open tomorrow, but he's really insistent on everybody being there, so i, uh, i may have rented a fleet of helicopters for if people can't get there"
400,"”
“that doesn't strike you as an inefficient allocation of resources during a crisis"
401,"”
“he said 'i pay enough in taxes already, if the government would rather spend it on food aid to egypt than infrastructure here, that's their own problem"
402,"' i was being polite, so i didn't remind him that foreign aid is about two percent of the budget"
403,"i also didn't remind him that he does not, in fact, pay taxes"
404,"frankly i'm not even sure he knows that, he has so many accountants"
405,"”
“i think i'm going to take a principled stand against this party"
406,""
407,"i'll still be there for little sammy's birthday though, of course"
408,"that's"
409,"next week"
410,"”
“mr"
411,"v will be pissed, but it's your choice, of course"
412,"”
“i'll talk to you later, cheryl"
413,"bye"
414,"” and she hung up again"
415,"pearly was getting frustrated just sitting in the car"
416,"she decided to go back into the store"
417,"she stepped out, closed the door, and went into the back door for western boat & tackle"
418,"she passed through the storeroom—nothing to write home about, it was full of, you know, tackle—and into the shop proper"
419,"johnny cash was playing on the radio"
420,"there's a man goin' round taking names
and he decides who to free and who to blame
everybody won't be treated all the same—
there'll be a golden ladder reachin' down,
when the man comes around"
421,"she walked up to the newsstand"
422,"there was a late edition of the times in the top rack"
423,"she figured she'd buy a couple for posterity's sake"
424,"the hairs on your arm will stand up
on the terror in each sip and in each sup

she walked up to the counter and started to pay"
425,"will you partake of that last offered cup"
426,"or disappear into the potter's ground"
427,"when the man comes around"
428,"she paused"
429,"oh, for fuck's sake, destiny"
430,"fine, i'll go to the goddamned party"
431,"–------------------

the crew at wakizashi sushi was, for lack of a better term, in a blind panic"
432,"as jiro watanabe calmly and carefully butchered the tuna in the kitchen, his assistants were scrambling to refrigerate or (gasp"
433,") freeze what had been, per usual, left mildly cooled for preparation for the lunch crowd"
434,"for their part, the early risers who he'd decided to let in (they were quite insistent about eating sushi) seemed glued to their phones as the news rolled in"
435,"fukushima had been"
436,"well, let's not talk about fukushima"
437,"as they absentmindedly ate some of the world's finest (and final) sushi, they frantically texted friends and loved ones, read facebook, and generally tried to figure out whether or not they should go to work"
438,"several drank from large carafes of hot sake"
439,"and all the while, the frenzied staff cleared what remained on the sushi bar, shouting orders at one another"
440,"and all the while, jiro stood silently in the kitchen, still except for his hand movements, cutting one of the world's biggest fish into ever smaller pieces"
441,"“get these on ice,” he said conversationally, indicating a number of slabs of meat with his knife"
442,"“and these"
443,"” he slid more flesh at the assistant"
444,"leaning back and taking a deep breath, he effortlessly cut off two more"
445,"“what are we going to do, sir"
446,"” said the assistant"
447,"“the only thing we're good at"
448,"we're going to make sushi"
449,"”
“is it true what they say"
450,"about the fish"
451,"”
“i didn't say we were going to make sushi for long"
452,"the important thing is, we're making sushi right now"
453,"more for the ice, over here,” he indicated with his knife again"
454,"“yes sir"
455,"” 
“is the tamago ready"
456,"”
“i'm not fit to judge, sir"
457,"”
“well bring me somebody who can"
458,"” and on he cut"
459,"–--------

“phone for you, sir"
460,"”
jiro looked up from the octopus he was preparing"
461,"“can't it wait"
462,"”
“it's the president, sir"
463,"”
he finished assembling a piece of the nigiri and sighed"
464,"“which president"
465,"”
“american, sir"
466,"”
he silently made two more"
467,"this did not take long"
468,"he served them over the counter"
469,"“fine"
470,"excuse me"
471,"” he bowed slightly and walked into the kitchen, where he picked up the phone"
472,"“mister president, your visit last year was truly an honor"
473,"may i ask why you're calling"
474,"”
“i wanted to invite you to a party"
475,"”
“oh"
476,"when"
477,"”
“tomorrow"
478,"in san francisco"
479,"i can assure you, you'll be handsomely compensated"
480,"”
“how am i even supposed to get there"
481,"”
“did you forget who you're talking to"
482,"”
“a fair point"
483,"”
“so is that a yes"
484,"”
jiro thought"
485,"“will"
486,"will there be fresh fish"
487,"”
“fresh as anybody can get"
488,"”
“dare i ask"
489,"”
“money makes the world go 'round, mister watanabe"
490,"”
“i am familiar with the expression"
491,"” jiro looked around at the chaos in the kitchen, the half-dissected tuna carcass, the buckets full of ice"
492,"the shouting"
493,"“may i bring an assistant"
494,"”
“anything you can fit into a car and a helicopter, mister watanabe"
495,"we'll be taking you to yokota, then to the states from there"
496,"”
“excuse me for a moment"
497,"” jiro let the phone dangle"
498,"“hideki"
499,"”
a few seconds later a man in white approached and put a knife on the cutting board"
500,"“yes sir"
501,"”
“pack your things and package this tuna"
502,"we're going to america"
503,"”

–-------------

“so that's it, then"
504,"you're sending all your eel to san francisco"
505,"” cornelius finch said"
506,"“i don't suppose you'd like to try eating all of it,” nuts said"
507,"“fair enough"
508,"so, er, need any help"
509,"”
“i guess i could bring kate, but, erm, well"
510,"some issues there"
511,"”
cornelius had another bite of pie"
512,"“ah, right"
513,"that"
514,"well, if you were interested"
515,"”
“of course i'm"
516,"” nuts quited down"
517,"“of course i'm interested in kate, you barmpot"
518,"”
cornelius chuckled"
519,"“i meant in having a friend tag along"
520,"”
“what do you know about eel"
521,"”
“nothing, but you already admitted you have a plus one on your invite, and i've always got the trust fund if things go pear-shaped"
522,"excellent pie, by the way"
523,"”
nuts chewed for a bit"
524,"“well, thank you"
525,"i don't make the crust, but i guess we've got some in the freezer, we can work something out—damn it, now i'm already talking like you're my assistant"
526,"”
once again cornelius chuckled"
527,"“i am a charming bastard, you know"
528,"i'll buy you a drink on the plane"
529,"”
“speaking of which"
530,"” nuts said as he reached for the bottle of jameson"
531,"–---------------------

perhaps a bit too much whiskey later, nuts, kate, and cornelius had loaded all the available eel and dough into all the available coolers, using all the available ice"
532,"an raf grunt in olive drab and a beret had somehow shown up on a ferry with an m35 cargo truck (2"
533,"5 tons, triple-axle, six wheels, you've probably seen one) with a couple gents in olive drab but without any hats, and a few hundred pounds of ice, and far too many crates"
534,"they dutifully and systematically took the eel out of the coolers and loaded them into the crates, replacing the ice with something that nuts could only assume was a superior version of ice that only the military had access to"
535,"he'd eaten raf food once or twice before though, so he wondered if his own ice wasn't better"
536,"but regulations were regulations, and you don't question a fellow with a sidearm who's helping you take a free trip to san francisco"
537,"he'd never been there"
538,"sounded like a fun time"
539,"first trip to america at all, in fact"
540,"plus, nuts wasn't at his most coordinated"
541,"he'd just had two co-workers presumably die, and while they may have been tories, tories are people too (you can tell if you listen to their chests, they have beating hearts, believe it or not), so he was a little shaken up about that"
542,"plus all the jameson"
543,"so he just let the soldiers handle it"
544,"they'd brought enough ice for all of the eel scraps as well, which they packed up just as systematically"
545,"they were done in a very short amount of time"
546,"“well, mr"
547,"adams, are you packed"
548,"” asked the fellow in the beret"
549,"“erm, not quite,” nuts said"
550,"“could i have a few moments"
551,"”
the fellow in the beret checked his watch"
552,"“a few, yes"
553,"”
nuts gestured cornelius to follow him inside"
554,"“if you're coming you're going to have to come now, will that work"
555,"”
cornelius shrugged"
556,"“i can just get more clothes when we land"
557,"where are we landing, by the way"
558,"”
“they didn't say"
559,"i think we have some extra toothbrushes if you"
560,"”
“no, no, these are all problems i can solve"
561,"as vonnegut said, 'why throw money at problems"
562,"that is what money is for"
563,"' and there's plenty of money being thrown your way right now"
564,"come along, i'll just borrow a jacket, you can pack and we can get out of here"
565,"i will take you up on the toothbrush though"
566,"”
“you"
567,"borrow a jacket"
568,""
569,"you're like half my size,” nuts said
“so i'll look stupid"
570,"i've done it before, you know"
571,"”
“right now, actually"
572,"”
“go pack your stuff, maybe i can take one of kate's jackets then"
573,"just hurry"
574,"and do please pack the extra toothbrush"
575,"”
nuts considered for a moment"
576,"“ok, i'll be right b—”
“oh, and a guitar if you have one"
577,"”
nuts sighed"
578,"“seriously"
579,"also, i don't"
580,"”
cornelius nodded"
581,"“no worries, i'll just buy one in america"
582,"”
nuts shook his head"
583,"“you are unbelievable"
584,"i'll be back in a few"
585,"” and he left the room to go pack"
586,"–---------------

underwear, socks, pants, shoes, shirts, shorts, light jackets, windbreaker, dop kit, bumbershoot, extra toothbrush, laptop and power and phone charger and whatnot, and a coat for cornelius"
587,"well, i guess that's it, nuts thought"
588,"i mean, san francisco is in california and there's no way it could be colder than london"
589,"cornelius and the raf fellows were waiting outside, truck fully loaded, and the two without hats took their bags and then loaded them onto the truck"
590,"a bumpy ride followed as they went to the shore, then onto some sort of heavy-duty ferry, then down the road for a half hour or so to raf northolt, then boarded one of those big green cargo planes, watching the dusk deepen after the sunset out the windows as it took off"
591,"they were strapped to the wall, more or less"
592,"cargo plane, remember"
593,"–-------------------

and the squid beak's connected to the
mandible
and the mandible's connected to the
buccal mass
and the buccal mass's connected to the
radula
now hear the word of science"
594,"pearly liked to sing while she worked"
595,"she had unloaded the crates from the truck with a forklift and a couple of interns, and was now piling all the squid into the cold storage by hand"
596,"they'd already started feeding the dolphins with the shrimp"
